id	label	alpha	text
13015	3	a	i bet . 
13016	3	a	i bet . are these guys boring your ears off ? 
13017	3	a	oh . . . what , um , what is your commute like ? how long does it take to get in ? 
13018	3	a	you know , i should make you a mix . do you have a , uh , a cd player ? 
13019	3	a	all right . 
13020	3	a	yep . 
13021	4	a	do you like it ? it's a photo of everyone in the office . so you can take it to costa rica . 
13022	4	a	well i was taking the picture . 
13023	4	a	sure , do you have a camera here ? 
13024	4	a	okay . . . 
13025	2	a	 so i just got the fax closing the sale , and uh , it's big . it is really big . 
13026	2	a	thanks . 
13027	2	a	i just-
13028	2	a	no , i didn't . i just logged it in right here , so . . . 
13029	2	a	all right , well it already went through , so . . . 
13030	2	a	hello ? 
13031	3	a	 hmm . . . jim ? i am downloading some n3p . . . 
13032	2	a	that's not it . 
13033	3	a	music . . . 
13034	2	a	yeah . 
13035	3	a	for a cd mix tape . . . 
13036	2	a	close . 
13037	3	a	for holly . 
13038	2	a	mmhmm . 
13039	3	a	and i'm looking for perfect songs that work on two levels . 
13040	2	a	what are the two levels ? 
13041	3	a	the two levels being , uh , 'welcome to scranton' . . . 
13042	2	a	mmhmm . 
13043	3	a	and 'i . . . love you . '
13044	2	a	okay . let's start with the 'i love you' level . 
13045	3	a	hey , what's the group that was from scranton that made it big ? was that u2 ? 
13046	2	a	yes . you don't love holly . 
13047	3	a	i think i do . 
13048	2	a	but you just met her . 
13049	3	a	well , it was love at first sight . actually , it was-no , it was when i heard her voice . it was love at first see with my ears . 
13050	2	a	oh , okay , it doesn't work like that . 
13051	3	a	well , you're not a romantic . 
13052	2	a	actually , i think i am . and i have a little bit of experience in office romance . 
13053	3	a	oh really ? 
13054	2	a	yeah . 
13055	3	a	like , with who ? 
13056	2	a	we've been through this . 
13057	3	a	pam ? 
13058	2	a	yes , we are still dating . and guess what ? i took it slow . 
13059	3	a	yeah , you took it too slow . 
13060	2	a	well , we're really happy . 
13061	3	a	this thing with holly feels a lot like love to me . 
13062	2	a	and that's really sweet . and you can think that . but you don't say that out loud , and you definitely don't say it to her . 
13063	3	a	i don't want her to get away . 
13064	2	a	i was thinking . . . fireworks for the party . what do you think ? 
13065	2	a	oh , no , no , no , no , no . i just meant i wanted to pay to have fireworks at the party . 
13066	2	a	because i'm gonna miss toby . yep , he's a heck of a guy , and i think we should send him off right . it doesn't matter . here ya go . 
13067	2	a	well we all want a good party , right ? 
13068	2	a	i'm going to propose tonight . holy crap ! 
13069	3	a	hello , holly . woah , what are you doing ? you don't , uh , you don't have to do that . i mean , we have already put-together chairs . that's how we buy them actually . 
13070	3	a	and the sequel , 'woman stands at desk and works . ' so , i have no idea how you , how you sit like that . 
13071	3	a	 sit on floor and put together chair we will . yo-da . um . . . 
13072	3	a	so are you in down this weekend ? cause , i'm not-i'm not . . . i'm not gonna be in town . i'm going out of town . 
13073	3	a	kidding . acting ! 
13074	3	a	 acting ! 
13075	3	a	yeah . 
13076	3	a	i did it ! 
13077	2	a	what'd you do ? 
13078	3	a	i talked to her-holly . just pleasantries , nothing , you know . . . not like , do you want kids or , religion , or what side of the bed do you want . hey , i can take either side of the bed at this point . 
13079	2	a	wow . okay , so how'd that feel ? 
13080	3	a	it was hard . i wanted to kiss her . 
13081	2	a	oh , i'm so glad you didn't . 
13082	3	a	whew , oh god . laying a base . laying a base . . . 
13083	2	a	there you go . there's plenty of base-laying left , right ? . . . hey . hey ! 
13084	3	a	 yeah . . . 
13085	3	a	oh , there he is . thought you had gone home already . why don't you go home , and come back for the party ? 
13086	3	a	yes we do . 
13087	3	a	i'll let you in on a little secret: i've been very much looking forward to this moment . very , very much . i-i have been steeped in anticipation . toby has been cruisin' for a bruisin' for twelve years , and i am now his cruise director , and my name is captain bruisin' . 
13088	3	a	can i just say that , of all the idiots , in all the idiot villages , in all the idiot worlds , you stand alone , my friend . 
13089	3	a	hey ! hi , good to see you . 
13090	3	a	i'm just having a little exit interview . 
13091	3	a	um , no , no , no . this is very boring stuff . why don't you take a tour ? have you seen the baler ? 
13092	3	a	okay . 
13093	4	a	 did you need me to take notes ? 
13094	4	a	okay . 
13095	3	a	um . . . alright , well then , i will proceed . i just have some questions that i was gonna ask . um . . . who do you think you are ? 
13096	3	a	yeah . correct . um . . . what gives-what-what gives you the right ? 
13097	3	a	sure . you know what ? that sounds good . i'll take a little look-see . 
13098	3	a	thank you . what would you improve about dunder mifflin ? 
13099	3	a	well , no no no no no . . . 
13100	3	a	no no no no no . i'm not asking it . i'm just reading it out loud . 
13101	3	a	 i'll kill you . 
13102	4	a	toby , why don't you open your present ? 
13103	3	a	oh , no no no , no , no . no , this-hey , hey , hey , hey , this might not be what i think . . . that i don't even know is in there , because there are a lot of presents in my car , and i don't know which is which . . . 
13104	3	a	what the hell is that ? 
13105	4	a	michael . . . 
13106	3	a	that's . . . what do you mean , 'michael' ? that's not even my handwriting . hey ! what the hell is going on here ? ! who thought it would be hysterical to give toby a rock for his going-away gift ? ! 
13107	1	a	you did . 
13108	3	a	no ! 
13109	1	a	you made me wrap it . i thought it was over the line . i just- 
13110	3	a	okay , you know what that is ? you know what that is ? that is . . . a psyche . psyche . so , that is not my real gift to toby . 
13111	4	a	so what is your gift ? 
13112	3	a	my gift is forthcoming , pam . 
13113	4	a	what is it ? 
13114	3	a	i am going to give toby . . . 
13115	4	a	your watch ? 
13116	3	a	 . . . yes , i am . that was it . how did you know that ? 
13117	4	a	i just knew . 
13118	3	a	how did you know ? 
13119	3	a	well . . . that's my watch . 
13120	3	a	hey , that's good . 
13121	1	a	oh my gosh . 
13122	4	a	is that the police ? 
13123	1	a	yes . 
13124	3	a	 oh my god . ryan . . . oh my god . 
13125	2	a	would you do me a favor and connect me to ryan ? 
13126	4	a	absolutely . 
13127	2	a	 right to voicemail . hey , ryan , it's jim . you know what ? totally disregard that last voicemail , because you obviously have your hands tied . good luck ! 
13128	3	a	 i'm just worried about my friend . 
13129	3	a	just , i'm fine . i'm holding it together . i-i have a business to run . 
13130	3	a	i'm cool . 
13131	3	a	holly is sweet and simple , like a lady baker . i would not be surprised to find out that she had worked in a bakery before coming here . she has that kind of warmth . i'm pretty sure she's baked on a professional level . 
13132	3	a	no antigravity machine , huh ? 
13133	3	a	ferris wheel's pretty cool though . 
13134	4	a	wow . look at our parking lot . 
13135	2	a	yeah , who'd have thought ? 
13136	4	a	is jim gonna propose tonight ? he is , isn't he ? no , he's not . . . is he ? 
13137	3	a	that's what she . . . a lot of places are like that . 
13138	3	a	thanks . 
13139	1	a	you have it ? 
13140	1	a	okay , here we go . here we go . put it in . 
13141	3	a	i like , uh . . . 
13142	3	a	hey . what are you doing ? 
13143	1	a	 mose ! 
13144	3	a	what the hell is going on here ? ! 
13145	1	a	n-nothing you need to know the details of . 
13146	3	a	there is a raccoon in the car , dwight ! 
13147	1	a	n-no there's not . 
13148	3	a	why did you do that ? 
13149	1	a	it was playful hazing . 
13150	1	a	it's not rabid . 
13151	3	a	shh . . . 
13152	1	a	get it out . come on , get it out . get it out . 
13153	3	a	i'm really sorry . 
13154	3	a	yeah . . . 
13155	3	a	did you see that ! did you see it ? did you see what . . . wow-wee ! uh , well , jan didn't believe in showing affection , so . . . sometimes i don't know how to react when a girl touches me . oh . . . i like it ! 
13156	3	a	 alright ! let's hear it for darryl and his band . you know what ? let's also give a shout-out to phyllis for this awesome party , huh ? 
13157	4	a	 yay , phyllis ! 
13158	3	a	probably the best one that we have ever had , right ? but the real reason that we are here , is to say goodbye to a guy who we will probably never ever see again . now , a lot of you know that i am an accomplished songwriter . 
13159	4	a	song parody writer . 
13160	3	a	i have done things like um , 'beers in heaven . '
13161	2	a	classic . 
13162	3	a	or , 'total eclipse of the fart . '
13163	2	a	not my favorite , but . . . 
13164	4	a	i like that one . 
13165	2	a	it's not my favorite . . . 
13166	4	a	i like that one . 
13167	3	a	i love to sing them , but i am not going to be doing that today . i am going to be doing something i wrote specifically for toby . do you know , um , 'goodbye stranger' ? supertramp ? 
13168	3	a	 it was early morning yesterday . . . i was up before the dawn . . . and i really have enjoyed my stay . . . toby must be movin' on . 
13169	4	a	i'm gonna to miss toby . he has a nice , calming presence in the office . 
13170	3	a	 goodbye toby , it's been nice . hope you find your paradise . . . 
13171	4	a	don't tell him i said this , but i always thought he was kinda cute . 
13172	3	a	 come tomorrow , feel no pain ! feel no pain ! toby ! toby ! tobee-yy ! toby's goin' away ! see ya ! he's outta here ! see ya ! he's outta here ! ohh ! goodbye toby ! goodbye toby ! goodbye toby ! goodbye tooo-by ! 
13173	3	a	oh , hey . thanks . 
13174	3	a	oh , okay . yeah . well , actu-too soon . it's uh , it's uh , very sexual . sorry . kevin . kevin , where are you ? you missed my song , buddy . 
13175	3	a	just pay for it and we'll reimburse you when you get back . 
13176	3	a	what is it ? 
13177	3	a	yeah . he's at the supermarket and he needs me . 
13178	3	a	yeah , that's true . don't move a muscle . i will be back momentarily , all right ? no , you can drink-you can finish your drink and then i'll-okay , i'll be back . 
13179	3	a	o-kay . hello jan . 
13180	3	a	wow , kevin , really ? we're- sorry . we're in the middle of a party . is this why you called me down here ? 
13181	3	a	oh , okay . 
13182	3	a	thanks , kevin . um . . . 
13183	3	a	wow . i can't believe it ! look at you ! are you nauseous ? 
13184	3	a	do you-do you have cravings ? you never touched my propecea , or my accutane , did you ? 
13185	3	a	good . good . thank god . 
13186	3	a	cause that's . . . 
13187	3	a	wow , i am so happy . i am so deliriously happy . . . 
13188	3	a	because you're pregnant , and because it obviously happened when we were together . and , i am very . . . 
